id,text,author
id15855,shriek fright impotent malice emitted would assassin proved much already shaken nerves fell prone upon slimy floor total faint,HPL
id10102,patient succumbed rapidly physician first became acquainted two sleep brought almost instantaneously mere volition operator even invalid unaware presence,EAP
id04817,everything pall intensely maddening fear climax reached furry thing ran dreamers clothing shoulders left arm finally biting sharply wrist cuff,HPL
id17338,time however fog thoroughly disappeared sun made way behind gentle hills thence slight chassez south come fully sight glaring purplish lustre chasm entered valley west,EAP
id00765,rotting wharves sea pounded secretive immemorial sea people come elder time,HPL
id24407,one said clock,EAP
id27877,sea people coming way shall find difficulty stemming tide,EAP
id27852,toilsome journey water fears redouble within,EAP
id25898,practices heard attributed would unbelievable today least city even peck valley would shuddered bit known easy ethics mortuary artist debatable matters ownership costly laying apparel invisible beneath caskets lid degree dignity maintained posing adapting unseen members lifeless tenants containers always calculated sublimest accuracy,HPL
id22451,south sun nature kind jove showered forth contents amaltheas horn earth garden,MWS
id19705,many seconds hearkened reverberations dashed sides chasm descent length sullen plunge water succeeded loud echoes,EAP
id06271,grim darkness overspread earth every horror thought shook shook quivering plumes upon hearse,EAP
id27340,dazzling violet light dream old woman fanged furry thing came greater distinctness former occasion,HPL
id13703,form ordinary door single folding door except lower half latticed worked open trellis thus affording excellent hold hands,EAP
id17172,forced open length bayonet crowbar,EAP
id00777,told ive got another studio catch night spirit antique horror paint things couldnt even think newbury street,HPL
id07409,gilman came haverhill entered college arkham began connect mathematics fantastic legends elder magic,HPL
id03527,know thing vicinity paris know extreme difficulty finding seclusion unless great distance suburbs,EAP
id24972,soon ran guide rope even raised clear earth still went rapidly,EAP
id04664,witchcraft terror horrible ray light stewing mens crushed brains even trifle,HPL
id14806,body twitched vigorously beneath avid eyes commenced heave frightful way,HPL
id07797,old roman period republic returned life talked impending election laurel crowned consul last battle mithridates ideas would alien times conversation merrival,MWS
id22997,portion may form tightly stretched partitions necessity removing changes mans position viz partition rear main compartment rear cupboard partition main compartment space behind drawer open,EAP
id05022,called upon us early afternoon thirteenth july remained us late night,EAP
id22383,feared intensity passion might become subject ridicule could bear blaspheme considering trivial transitory felt life life,MWS
id01781,overhead scarce ten degrees zenith glowed watching pole star,HPL
id11926,flopping pattering monstrous could look upon degenerate creatures responsible,HPL
id22094,whole thought present feeble scarcely sane scarcely definite still entire,EAP
id06883,could save,MWS
id20542,guess right guesser wins one wrong loses one,EAP
id11726,comrades groaned mind began grow watchful anxious thoughts strange sight suddenly attracted attention diverted solicitude situation,MWS
id14441,ship sank quite picturesquely bow first stern rising high water whilst hull shot perpendicularly bottom sea,HPL
id10736,genius enlightened countenance united expression benevolence gave divine perfection beauty,MWS
id24655,began request wrinkled satyr like face lost bored placidity possessed playing seemed shew curious mixture anger fright noticed first accosted old man,HPL
id06532,ever since son commenced grow infancy liked home less less till last seemed dread,HPL
id15846,agatha fainted safie unable attend friend rushed cottage,MWS
id12596,composed pet baboon juniper rummer hollands water hot without sugar,EAP
id27293,dark awoke felt cold also half frightened instinctively finding desolate,MWS
id15632,dupin said completely unnerved hair unusual human hair,EAP
id26602,place four story mansion brownstone dating apparently late forties fitted woodwork marble whose stained sullied splendour argued descent high levels tasteful opulence,HPL
id09092,see said shifted question mode egress ingress,EAP
id08860,anyway theyre doubtful lot marshes rich folks bad,HPL
id10893,slater grew older appeared matutinal aberrations gradually increased frequency violence till month arrival institution occurred shocking tragedy caused arrest authorities,HPL
id13857,know far go soon separated supposing short time would return palace perdita would sorry find alone,MWS
id25702,night like shocked community queer conceit burial rich celebrated squire brewster maker local history interred whose slate headstone bearing graven skull crossbones slowly crumbling powder,HPL
id01609,ruins majestic oaks grown flourished decayed progress centuries marked limits forest reached shattered palings neglected underwood shewed part deserted younger plantations owed birth beginning nineteenth century stood pride maturity,MWS
id19121,matter,EAP
id26137,could decided risk emergence corridor footsteps would surely heard difficulties entering desired room would insuperable,HPL
id23913,indeed filthy process engaged,MWS
id24669,reached closet noiselessly entered leaving lamp shade outside,EAP
id26923,coming among mankind passed night grave period remember aright calamity overwhelmed utterly unanticipated,EAP
id10105,answer except feel perverse using word comprehension principle,EAP
id22355,would babble current topics revealing wide acquaintance newspapers great tendency philosophise sententious village fashion,HPL
id16262,windows back front room firmly fastened within,EAP
id06588,cast fate upon die feeling secure winning named bearing stamp queen nations noble brow rose superior humanity seemed calm power arrest finger wheel destiny,MWS
